Title,Certificate,Rating,Metascore,Scaled Rating,ScaledRating
Cats,UA,2.8,32.0,28.0,28.0
Rollerball,UA,3.1,14.0,31.0,31.0
Slender Man,UA,3.3,30.0,33.0,33.0
Jack and Jill,UA,3.3,23.0,33.0,33.0
The Emoji Movie,UA,3.4,12.0,34.0,34.0
Dumb and Dumberer: When Harry Met Lloyd,UA,3.4,19.0,34.0,34.0
Tarzan the Ape Man,UA,3.4,24.0,34.0,34.0
Barb Wire,UA,3.5,40.0,35.0,35.0
The Room,UA,3.6,9.0,36.0,36.0
Mortal Kombat: Annihilation,UA,3.6,11.0,36.0,36.0
Dungeons & Dragons,UA,3.6,14.0,36.0,36.0
The Flintstones in Viva Rock Vegas,UA,3.7,27.0,37.0,37.0
Jaws 3-D,UA,3.7,27.0,37.0,37.0
The Love Guru,UA,3.8,24.0,38.0,38.0
In the Name of the King: A Dungeon Siege Tale,UA,3.8,15.0,38.0,38.0
Speed 2: Cruise Control,UA,3.9,24.0,39.0,39.0
RoboCop 3,UA,4.2,40.0,42.0,42.0
Diary of a Wimpy Kid: The Long Haul,UA,4.3,39.0,43.0,43.0
Fantastic Four,UA,4.3,27.0,43.0,43.0
Ghost Rider: Spirit of Vengeance,UA,4.3,34.0,43.0,43.0
Ultraviolet,UA,4.3,18.0,43.0,43.0
A Wrinkle in Time,UA,4.3,53.0,43.0,43.0
The Legend of Hercules,UA,4.3,22.0,43.0,43.0
Look Who's Talking Now,UA,4.4,26.0,44.0,44.0
On Deadly Ground,UA,4.6,33.0,46.0,46.0
Troll,UA,4.6,30.0,46.0,46.0
The Craft: Legacy,UA,4.6,54.0,46.0,46.0
Freddy's Dead: The Final Nightmare,UA,4.7,39.0,47.0,47.0
Elektra,UA,4.7,34.0,47.0,47.0
Tayna pechati drakona,UA,4.7,34.0,47.0,47.0
Godsend,UA,4.8,24.0,48.0,48.0
After Earth,UA,4.8,33.0,48.0,48.0
Monkeybone,UA,4.8,40.0,48.0,48.0
The Forest,UA,4.8,34.0,48.0,48.0
DOA: Dead or Alive,UA,4.8,38.0,48.0,48.0
The Twilight Saga: New Moon,UA,4.8,44.0,48.0,48.0
Cool World,UA,4.8,27.0,48.0,48.0
Double Team,UA,4.8,44.0,48.0,48.0
Ghosts of Mars,UA,4.9,35.0,49.0,49.0
The Darkest Hour,UA,4.9,18.0,49.0,49.0
The Cold Light of Day,UA,4.9,22.0,49.0,49.0
Year One,UA,4.9,34.0,49.0,49.0
The Happening,UA,5.0,34.0,50.0,50.0
Charlie's Angels,UA,5.0,52.0,50.0,50.0
The Women,UA,5.0,27.0,50.0,50.0
The Grudge 2,UA,5.0,33.0,50.0,50.0
Stay Alive,UA,5.0,24.0,50.0,50.0
Moonfall,UA,5.1,41.0,51.0,51.0
Wish Upon,UA,5.1,32.0,51.0,51.0
Fire Down Below,UA,5.1,40.0,51.0,51.0
"I, Frankenstein",UA,5.1,30.0,51.0,51.0
"10,000 BC",UA,5.1,34.0,51.0,51.0
The Cave,UA,5.1,30.0,51.0,51.0
Playing with Fire,UA,5.1,24.0,51.0,51.0
Morbius,UA,5.1,35.0,51.0,51.0
The Twilight Saga: Eclipse,UA,5.1,58.0,51.0,51.0
The Phantom,UA,5.1,53.0,51.0,51.0
Superstar,UA,5.2,42.0,52.0,52.0
The 5th Wave,UA,5.2,33.0,52.0,52.0
Sherlock Gnomes,UA,5.2,36.0,52.0,52.0
Doom,UA,5.2,34.0,52.0,52.0
Independence Day: Resurgence,UA,5.2,32.0,52.0,52.0
Child's Play 3,UA,5.2,27.0,52.0,52.0
The Transporter Refueled,UA,5.2,32.0,52.0,52.0
Transformers: The Last Knight,UA,5.2,27.0,52.0,52.0
Monster Hunter,UA,5.2,47.0,52.0,52.0
The Mummy: Tomb of the Dragon Emperor,UA,5.2,31.0,52.0,52.0
Rough Night,UA,5.2,51.0,52.0,52.0
Lost in Space,UA,5.2,43.0,52.0,52.0
F9,UA,5.2,58.0,52.0,52.0
A Good Day to Die Hard,UA,5.2,28.0,52.0,52.0
Return to the Blue Lagoon,UA,5.2,28.0,52.0,52.0
xXx: Return of Xander Cage,UA,5.2,42.0,52.0,52.0
Geostorm,UA,5.3,21.0,53.0,53.0
Robin Hood,UA,5.3,32.0,53.0,53.0
Daredevil,UA,5.3,42.0,53.0,53.0
"I Love You, Beth Cooper",UA,5.3,32.0,53.0,53.0
Land of the Lost,UA,5.3,32.0,53.0,53.0
Ghost Rider,UA,5.3,35.0,53.0,53.0
Point Break,UA,5.3,34.0,53.0,53.0
Little Nicky,UA,5.3,38.0,53.0,53.0
Twilight,UA,5.3,56.0,53.0,53.0
Spy Hard,UA,5.3,25.0,53.0,53.0
Congo,UA,5.3,24.0,53.0,53.0
Wonder Woman 1984,UA,5.4,60.0,54.0,54.0
Batman Forever,UA,5.4,54.0,54.0,54.0
Poison Ivy,UA,5.4,51.0,54.0,54.0
Rocky V,UA,5.4,55.0,54.0,54.0
65,UA,5.4,40.0,54.0,54.0
Æon Flux,UA,5.4,36.0,54.0,54.0
Godzilla,UA,5.4,32.0,54.0,54.0
The Boss,UA,5.4,40.0,54.0,54.0
The Circle,UA,5.4,43.0,54.0,54.0
Gods of Egypt,UA,5.4,25.0,54.0,54.0
Phantoms,UA,5.4,26.0,54.0,54.0
Green Lantern,UA,5.5,39.0,55.0,55.0
Gretel & Hansel,UA,5.5,64.0,55.0,55.0
Scary Movie 3,UA,5.5,49.0,55.0,55.0
Lara Croft: Tomb Raider - The Cradle of Life,UA,5.5,43.0,55.0,55.0
The Core,UA,5.5,48.0,55.0,55.0
Mortdecai,UA,5.5,27.0,55.0,55.0
The Ward,UA,5.5,38.0,55.0,55.0
Just Married,UA,5.5,28.0,55.0,55.0
Stolen,UA,5.5,43.0,55.0,55.0
Rumor Has It...,UA,5.5,35.0,55.0,55.0
Virtuosity,UA,5.5,39.0,55.0,55.0
The Twilight Saga: Breaking Dawn - Part 2,UA,5.5,52.0,55.0,55.0
Couples Retreat,UA,5.5,23.0,55.0,55.0
Eight Legged Freaks,UA,5.5,53.0,55.0,55.0
Blackhat,UA,5.5,52.0,55.0,55.0
Babylon A.D.,UA,5.5,26.0,55.0,55.0
Voyagers,UA,5.5,44.0,55.0,55.0
Volcano,UA,5.5,54.0,55.0,55.0
Bride Wars,UA,5.5,24.0,55.0,55.0
Village of the Damned,UA,5.6,41.0,56.0,56.0
New Year's Eve,UA,5.6,22.0,56.0,56.0
Jurassic World Dominion,UA,5.6,38.0,56.0,56.0
Survivor,UA,5.6,28.0,56.0,56.0
I Feel Pretty,UA,5.6,48.0,56.0,56.0
The 355,UA,5.6,40.0,56.0,56.0
Alexander,UA,5.6,40.0,56.0,56.0
Johnny Mnemonic,UA,5.6,36.0,56.0,56.0
No Retreat No Surrender,UA,5.6,30.0,56.0,56.0
Assassin's Creed,UA,5.6,36.0,56.0,56.0
Once Bitten,UA,5.6,64.0,56.0,56.0
Chain Reaction,UA,5.6,43.0,56.0,56.0
Beverly Hills Ninja,UA,5.6,27.0,56.0,56.0
Dumb and Dumber To,UA,5.6,36.0,56.0,56.0
Scream 3,UA,5.6,56.0,56.0,56.0
Mother's Day,UA,5.6,18.0,56.0,56.0
Beauty Shop,UA,5.6,53.0,56.0,56.0
Night School,UA,5.6,43.0,56.0,56.0
Pacific Rim Uprising,UA,5.6,44.0,56.0,56.0
Charlie's Angels,UA,5.6,52.0,56.0,56.0
Transformers: Age of Extinction,UA,5.6,32.0,56.0,56.0
Beast,UA,5.6,54.0,56.0,56.0
The Bonfire of the Vanities,UA,5.6,27.0,56.0,56.0
47 Meters Down,UA,5.6,52.0,56.0,56.0
Brick Mansions,UA,5.6,40.0,56.0,56.0
Brahmastra Part One: Shiva,UA,5.6,57.0,56.0,56.0
The Dark Tower,UA,5.6,34.0,56.0,56.0
Laal Singh Chaddha,UA,5.6,46.0,56.0,56.0
Hulk,UA,5.6,54.0,56.0,56.0
Poseidon,UA,5.7,50.0,57.0,57.0
Coyote Ugly,UA,5.7,27.0,57.0,57.0
The Three Musketeers,UA,5.7,35.0,57.0,57.0
Wrath of the Titans,UA,5.7,37.0,57.0,57.0
G.I. Joe: The Rise of Cobra,UA,5.7,32.0,57.0,57.0
Paws of Fury: The Legend of Hank,UA,5.7,45.0,57.0,57.0
Fantastic Four,UA,5.7,40.0,57.0,57.0
Studio 666,UA,5.7,50.0,57.0,57.0
G.I. Joe: Retaliation,UA,5.7,41.0,57.0,57.0
Insidious: The Last Key,UA,5.7,49.0,57.0,57.0
John Tucker Must Die,UA,5.7,41.0,57.0,57.0
The Meg,UA,5.7,46.0,57.0,57.0
Chaos Walking,UA,5.7,38.0,57.0,57.0
The Marksman,UA,5.7,44.0,57.0,57.0
Mighty Joe Young,UA,5.7,51.0,57.0,57.0
Jawbreaker,UA,5.7,24.0,57.0,57.0
Underworld: Blood Wars,UA,5.7,23.0,57.0,57.0
AVP: Alien vs. Predator,UA,5.7,29.0,57.0,57.0
Blue Crush,UA,5.7,61.0,57.0,57.0
Battle: Los Angeles,UA,5.7,37.0,57.0,57.0
Hudson Hawk,UA,5.7,17.0,57.0,57.0
Identity Thief,UA,5.7,35.0,57.0,57.0
Bloodshot,UA,5.7,44.0,57.0,57.0
Buffy the Vampire Slayer,UA,5.7,48.0,57.0,57.0
Mechanic: Resurrection,UA,5.7,38.0,57.0,57.0
Gemini Man,UA,5.7,38.0,57.0,57.0
Poltergeist II: The Other Side,UA,5.7,49.0,57.0,57.0
Percy Jackson: Sea of Monsters,UA,5.7,39.0,57.0,57.0
Planet of the Apes,UA,5.7,50.0,57.0,57.0
Sex and the City,UA,5.7,53.0,57.0,57.0
X-Men: Dark Phoenix,UA,5.7,43.0,57.0,57.0
Paranormal Activity 2,UA,5.7,53.0,57.0,57.0
Red Planet,UA,5.7,34.0,57.0,57.0
Air America,UA,5.8,33.0,58.0,58.0
Clash of the Titans,UA,5.8,39.0,58.0,58.0
Old,UA,5.8,55.0,58.0,58.0
Pathaan,UA,5.8,47.0,58.0,58.0
Battleship,UA,5.8,41.0,58.0,58.0
Eat Pray Love,UA,5.8,50.0,58.0,58.0
Heaven Is for Real,UA,5.8,47.0,58.0,58.0
Straw Dogs,UA,5.8,45.0,58.0,58.0
The New Guy,UA,5.8,24.0,58.0,58.0
Resident Evil: Afterlife,UA,5.8,37.0,58.0,58.0
xXx,UA,5.8,48.0,58.0,58.0
2012,UA,5.8,49.0,58.0,58.0
The League of Extraordinary Gentlemen,UA,5.8,30.0,58.0,58.0
The Blue Lagoon,UA,5.8,31.0,58.0,58.0
Saving Silverman,UA,5.8,22.0,58.0,58.0
The Heartbreak Kid,UA,5.8,46.0,58.0,58.0
Fast X,UA,5.8,56.0,58.0,58.0
Pitch Perfect 3,UA,5.8,40.0,58.0,58.0
Skyscraper,UA,5.8,51.0,58.0,58.0
Noah,UA,5.8,68.0,58.0,58.0
Haywire,UA,5.8,67.0,58.0,58.0
Miss Bala,UA,5.8,41.0,58.0,58.0
Home Again,UA,5.8,41.0,58.0,58.0
The Break-Up,UA,5.8,46.0,58.0,58.0
Mortal Kombat,UA,5.8,60.0,58.0,58.0
Passenger 57,UA,5.9,50.0,59.0,59.0
Power Rangers,UA,5.9,44.0,59.0,59.0
Child's Play 2,UA,5.9,37.0,59.0,59.0
Gone,UA,5.9,36.0,59.0,59.0
Hall Pass,UA,5.9,45.0,59.0,59.0
Love Again,UA,5.9,32.0,59.0,59.0
Conan the Destroyer,UA,5.9,53.0,59.0,59.0
Reminiscence,UA,5.9,46.0,59.0,59.0
Into the Blue,UA,5.9,45.0,59.0,59.0
The Fan,UA,5.9,32.0,59.0,59.0
Premonition,UA,5.9,29.0,59.0,59.0
Step Up All In,UA,5.9,45.0,59.0,59.0
Teenage Mutant Ninja Turtles: Out of the Shadows,UA,5.9,40.0,59.0,59.0
Kidnap,UA,5.9,44.0,59.0,59.0
Vegas Vacation,UA,5.9,20.0,59.0,59.0
The Grudge,UA,5.9,49.0,59.0,59.0
Vertical Limit,UA,5.9,48.0,59.0,59.0
All Eyez on Me,UA,5.9,38.0,59.0,59.0
Son in Law,UA,5.9,33.0,59.0,59.0
London Has Fallen,UA,5.9,28.0,59.0,59.0
Jurassic Park III,UA,5.9,42.0,59.0,59.0
Venom: Let There Be Carnage,UA,5.9,49.0,59.0,59.0
She's All That,UA,5.9,51.0,59.0,59.0
Next of Kin,UA,5.9,53.0,59.0,59.0
88 Minutes,UA,5.9,17.0,59.0,59.0
Mary Magdalene,UA,5.9,48.0,59.0,59.0
Suicide Squad,UA,5.9,40.0,59.0,59.0
Another 48 Hrs.,UA,5.9,23.0,59.0,59.0
Daylight,UA,5.9,47.0,59.0,59.0
Shazam! Fury of the Gods,UA,5.9,47.0,59.0,59.0
The Rookie,UA,5.9,41.0,59.0,59.0
I Now Pronounce You Chuck & Larry,UA,5.9,37.0,59.0,59.0
Friday the 13th: The Final Chapter,UA,6.0,33.0,60.0,60.0
Absolutely Anything,UA,6.0,31.0,60.0,60.0
Captive State,UA,6.0,54.0,60.0,60.0
Exodus: Gods and Kings,UA,6.0,52.0,60.0,60.0
Dante's Peak,UA,6.0,43.0,60.0,60.0
Godzilla: King of the Monsters,UA,6.0,48.0,60.0,60.0
Transformers: Rise of the Beasts,UA,6.0,42.0,60.0,60.0
Hope Floats,UA,6.0,43.0,60.0,60.0
Destination Wedding,UA,6.0,46.0,60.0,60.0
Along Came Polly,UA,6.0,44.0,60.0,60.0
Greta,UA,6.0,54.0,60.0,60.0
Shallow Hal,UA,6.0,48.0,60.0,60.0
The Tourist,UA,6.0,37.0,60.0,60.0
Body Snatchers,UA,6.0,65.0,60.0,60.0
Bridget Jones: The Edge of Reason,UA,6.0,44.0,60.0,60.0
Baby Mama,UA,6.0,55.0,60.0,60.0
Never Been Kissed,UA,6.0,60.0,60.0,60.0
Nights in Rodanthe,UA,6.0,39.0,60.0,60.0
The Lego Ninjago Movie,UA,6.0,55.0,60.0,60.0
Smurfs: The Lost Village,UA,6.0,40.0,60.0,60.0
The Fast and the Furious: Tokyo Drift,UA,6.0,45.0,60.0,60.0
Transformers: Revenge of the Fallen,UA,6.0,35.0,60.0,60.0
Gojira ni-sen mireniamu,UA,6.0,41.0,60.0,60.0
Daddy's Home 2,UA,6.0,30.0,60.0,60.0
The Boy,UA,6.0,42.0,60.0,60.0
Jobs,UA,6.0,44.0,60.0,60.0
Snow White and the Huntsman,UA,6.1,57.0,61.0,61.0
Broken Arrow,UA,6.1,61.0,61.0,61.0
The Expendables 3,UA,6.1,35.0,61.0,61.0
Starsky & Hutch,UA,6.1,55.0,61.0,61.0
Firestarter,UA,6.1,50.0,61.0,61.0
The Cable Guy,UA,6.1,56.0,61.0,61.0
Larry Crowne,UA,6.1,41.0,61.0,61.0
Jack Reacher: Never Go Back,UA,6.1,47.0,61.0,61.0
Jurassic World: Fallen Kingdom,UA,6.1,51.0,61.0,61.0
Cujo,UA,6.1,57.0,61.0,61.0
Jumper,UA,6.1,35.0,61.0,61.0
The Huntsman: Winter's War,UA,6.1,35.0,61.0,61.0
Undisputed,UA,6.1,58.0,61.0,61.0
I Am Number Four,UA,6.1,36.0,61.0,61.0
Van Helsing,UA,6.1,35.0,61.0,61.0
The Switch,UA,6.1,52.0,61.0,61.0
Dead Silence,UA,6.1,34.0,61.0,61.0
Evolution,UA,6.1,40.0,61.0,61.0
Bedazzled,UA,6.1,49.0,61.0,61.0
Rampage,UA,6.1,45.0,61.0,61.0
Gringo,UA,6.1,46.0,61.0,61.0
Ambulance,UA,6.1,55.0,61.0,61.0
The Golden Compass,UA,6.1,51.0,61.0,61.0
Never Say Never Again,UA,6.1,68.0,61.0,61.0
Dragonfly,UA,6.1,25.0,61.0,61.0
Ant-Man and the Wasp: Quantumania,UA,6.1,48.0,61.0,61.0
Two Weeks Notice,UA,6.1,42.0,61.0,61.0
RoboCop,UA,6.1,52.0,61.0,61.0
Mortal Engines,UA,6.1,44.0,61.0,61.0
Chennai Express,UA,6.1,45.0,61.0,61.0
San Andreas,UA,6.1,43.0,61.0,61.0
Transporter 3,UA,6.1,51.0,61.0,61.0
Justice League,UA,6.1,45.0,61.0,61.0
The Lost City,UA,6.1,60.0,61.0,61.0
The Wedding Date,UA,6.1,32.0,61.0,61.0
27 Dresses,UA,6.1,47.0,61.0,61.0
Coriolanus,UA,6.1,79.0,61.0,61.0
Fired Up!,UA,6.1,31.0,61.0,61.0
The House with a Clock in Its Walls,UA,6.1,57.0,61.0,61.0
Chasing Liberty,UA,6.1,46.0,61.0,61.0
Marry Me,UA,6.1,51.0,61.0,61.0
The Two Jakes,UA,6.1,56.0,61.0,61.0
The Sentinel,UA,6.1,49.0,61.0,61.0
My Little Pony: The Movie,UA,6.1,39.0,61.0,61.0
Multiplicity,UA,6.1,53.0,61.0,61.0
April Fool's Day,UA,6.1,49.0,61.0,61.0
Ticket to Paradise,UA,6.1,50.0,61.0,61.0
What Happens in Vegas,UA,6.1,36.0,61.0,61.0
Mission: Impossible II,UA,6.1,59.0,61.0,61.0
Sucker Punch,UA,6.1,33.0,61.0,61.0
Pearl Harbor,UA,6.2,44.0,62.0,62.0
Transcendence,UA,6.2,42.0,62.0,62.0
Captain Underpants: The First Epic Movie,UA,6.2,69.0,62.0,62.0
Outlander,UA,6.2,40.0,62.0,62.0
Final Destination 2,UA,6.2,38.0,62.0,62.0
Daddy's Home,UA,6.2,42.0,62.0,62.0
Jersey Girl,UA,6.2,43.0,62.0,62.0
Killer Klowns from Outer Space,UA,6.2,43.0,62.0,62.0
Inferno,UA,6.2,42.0,62.0,62.0
Scary Stories to Tell in the Dark,UA,6.2,61.0,62.0,62.0
Austin Powers in Goldmember,UA,6.2,62.0,62.0,62.0
Dracula Untold,UA,6.2,40.0,62.0,62.0
Fun with Dick and Jane,UA,6.2,47.0,62.0,62.0
Reign of Fire,UA,6.2,39.0,62.0,62.0
Rush Hour 3,UA,6.2,44.0,62.0,62.0
Step Up 3D,UA,6.2,45.0,62.0,62.0
Vacancy,UA,6.2,54.0,62.0,62.0
Tamara Drewe,UA,6.2,64.0,62.0,62.0
Lions for Lambs,UA,6.2,47.0,62.0,62.0
Message in a Bottle,UA,6.2,40.0,62.0,62.0
A Night at the Roxbury,UA,6.2,26.0,62.0,62.0
Loaded Weapon 1,UA,6.2,30.0,62.0,62.0
Just Friends,UA,6.2,47.0,62.0,62.0
Color Out of Space,UA,6.2,70.0,62.0,62.0
Thor: Love and Thunder,UA,6.2,57.0,62.0,62.0
Next,UA,6.2,42.0,62.0,62.0
Knowing,UA,6.2,41.0,62.0,62.0
Terminator: Dark Fate,UA,6.2,54.0,62.0,62.0
Two for the Money,UA,6.2,50.0,62.0,62.0
Shanghai Knights,UA,6.2,58.0,62.0,62.0
The Fifth Estate,UA,6.2,49.0,62.0,62.0
Insurgent,UA,6.2,42.0,62.0,62.0
Flashdance,UA,6.2,39.0,62.0,62.0
Fantastic Beasts: The Secrets of Dumbledore,UA,6.2,47.0,62.0,62.0
Men in Black II,UA,6.2,49.0,62.0,62.0
Case 39,UA,6.2,25.0,62.0,62.0
Transformers: Dark of the Moon,UA,6.2,42.0,62.0,62.0
Ali G Indahouse,UA,6.2,46.0,62.0,62.0
The Legend of Tarzan,UA,6.2,44.0,62.0,62.0
Johnny English Strikes Again,UA,6.2,39.0,62.0,62.0
Fighter,UA,6.2,63.0,62.0,62.0
Jack Ryan: Shadow Recruit,UA,6.2,57.0,62.0,62.0
The Big Year,UA,6.2,53.0,62.0,62.0
Innocent Blood,UA,6.2,44.0,62.0,62.0
Disclosure,UA,6.2,58.0,62.0,62.0
Black Adam,UA,6.2,41.0,62.0,62.0
Total Recall,UA,6.2,43.0,62.0,62.0
Happy Death Day 2 U,UA,6.2,57.0,62.0,62.0
The Sisterhood of the Traveling Pants 2,UA,6.2,63.0,62.0,62.0
Deep Impact,UA,6.2,40.0,62.0,62.0
The Five-Year Engagement,UA,6.2,62.0,62.0,62.0
47 Ronin,UA,6.2,28.0,62.0,62.0
King Arthur,UA,6.3,46.0,63.0,63.0
Once Upon a Time in Mexico,UA,6.3,56.0,63.0,63.0
Jack the Giant Slayer,UA,6.3,51.0,63.0,63.0
The Angry Birds Movie,UA,6.3,43.0,63.0,63.0
Zathura: A Space Adventure,UA,6.3,67.0,63.0,63.0
White House Down,UA,6.3,52.0,63.0,63.0
Repo Men,UA,6.3,32.0,63.0,63.0
Free Fire,UA,6.3,63.0,63.0,63.0
Surrogates,UA,6.3,45.0,63.0,63.0
Terminator Genisys,UA,6.3,38.0,63.0,63.0
Waterworld,UA,6.3,56.0,63.0,63.0
Hours,UA,6.3,55.0,63.0,63.0
The Deep End of the Ocean,UA,6.3,45.0,63.0,63.0
Rock Star,UA,6.3,54.0,63.0,63.0
Maze Runner: The Scorch Trials,UA,6.3,43.0,63.0,63.0
"Everything, Everything",UA,6.3,52.0,63.0,63.0
The Internship,UA,6.3,42.0,63.0,63.0
The BFG,UA,6.3,66.0,63.0,63.0
W.,UA,6.3,56.0,63.0,63.0
Paranormal Activity,UA,6.3,68.0,63.0,63.0
A View to a Kill,UA,6.3,40.0,63.0,63.0
Tomb Raider,UA,6.3,48.0,63.0,63.0
Terminator 3: Rise of the Machines,UA,6.3,66.0,63.0,63.0
Proof of Life,UA,6.3,45.0,63.0,63.0
Death on the Nile,UA,6.3,52.0,63.0,63.0
13 Going on 30,UA,6.3,57.0,63.0,63.0
The Change-Up,UA,6.3,39.0,63.0,63.0
Blue Streak,UA,6.3,46.0,63.0,63.0
Risen,UA,6.3,51.0,63.0,63.0
Paycheck,UA,6.3,43.0,63.0,63.0
Maze Runner: The Death Cure,UA,6.3,50.0,63.0,63.0
Goosebumps,UA,6.3,60.0,63.0,63.0
Uncharted,UA,6.3,45.0,63.0,63.0
Hart's War,UA,6.3,49.0,63.0,63.0
Godzilla vs. Kong,UA,6.3,59.0,63.0,63.0
Oz the Great and Powerful,UA,6.3,44.0,63.0,63.0
My Spy,UA,6.3,46.0,63.0,63.0
Unlocked,UA,6.3,46.0,63.0,63.0
Death Wish,UA,6.3,31.0,63.0,63.0
Knight and Day,UA,6.3,46.0,63.0,63.0
My Best Friend's Wedding,UA,6.3,51.0,63.0,63.0
Scream 2,UA,6.3,62.0,63.0,63.0
Johnny English Reborn,UA,6.3,46.0,63.0,63.0
Criminal,UA,6.3,36.0,63.0,63.0
Ocean's Eight,UA,6.3,61.0,63.0,63.0
Delivery Man,UA,6.3,44.0,63.0,63.0
Spider-Man 3,UA,6.3,59.0,63.0,63.0
"Hail, Caesar!",UA,6.3,72.0,63.0,63.0
Eternals,UA,6.3,52.0,63.0,63.0
The Vanishing,UA,6.3,49.0,63.0,63.0
Needful Things,UA,6.3,43.0,63.0,63.0
Central Intelligence,UA,6.3,52.0,63.0,63.0
The Commuter,UA,6.3,56.0,63.0,63.0
Devil,UA,6.3,44.0,63.0,63.0
The Mountain Between Us,UA,6.4,48.0,64.0,64.0
Inventing the Abbotts,UA,6.4,49.0,64.0,64.0
Twilight Zone: The Movie,UA,6.4,44.0,64.0,64.0
Crazy/Beautiful,UA,6.4,61.0,64.0,64.0
Shin Ultraman,UA,6.4,84.0,64.0,64.0
The Duff,UA,6.4,56.0,64.0,64.0
Wes Craven's New Nightmare,UA,6.4,64.0,64.0,64.0
Tin Cup,UA,6.4,60.0,64.0,64.0
DragonHeart,UA,6.4,49.0,64.0,64.0
Behind Enemy Lines,UA,6.4,49.0,64.0,64.0
Leap Year,UA,6.4,33.0,64.0,64.0
The Lone Ranger,UA,6.4,37.0,64.0,64.0
Star Trek: Insurrection,UA,6.4,64.0,64.0,64.0
Shaft,UA,6.4,40.0,64.0,64.0
Snitch,UA,6.4,51.0,64.0,64.0
The Taking of Pelham 123,UA,6.4,55.0,64.0,64.0
The Mothman Prophecies,UA,6.4,52.0,64.0,64.0
Gremlins 2: The New Batch,UA,6.4,69.0,64.0,64.0
Ghost Stories,UA,6.4,68.0,64.0,64.0
Tango & Cash,UA,6.4,41.0,64.0,64.0
The Lucky One,UA,6.4,39.0,64.0,64.0
Step Up Revolution,UA,6.4,43.0,64.0,64.0
The Man with Two Brains,UA,6.4,61.0,64.0,64.0
The Woman in Black,UA,6.4,62.0,64.0,64.0
Darkman,UA,6.4,65.0,64.0,64.0
Now You See Me 2,UA,6.4,46.0,64.0,64.0
Hancock,UA,6.4,49.0,64.0,64.0
Valerian and the City of a Thousand Planets,UA,6.4,51.0,64.0,64.0
Salt,UA,6.4,65.0,64.0,64.0
The Bodyguard,UA,6.4,39.0,64.0,64.0
Greenland,UA,6.4,64.0,64.0,64.0
The Frozen Ground,UA,6.4,37.0,64.0,64.0
Godzilla,UA,6.4,62.0,64.0,64.0
Just Go with It,UA,6.4,33.0,64.0,64.0
The Longest Yard,UA,6.4,48.0,64.0,64.0
Weekend at Bernie's,UA,6.4,32.0,64.0,64.0
Angel Has Fallen,UA,6.4,45.0,64.0,64.0
Mars Attacks!,UA,6.4,52.0,64.0,64.0
17 Again,UA,6.4,48.0,64.0,64.0
Pitch Perfect 2,UA,6.4,63.0,64.0,64.0
Need for Speed,UA,6.4,39.0,64.0,64.0
Burlesque,UA,6.4,47.0,64.0,64.0
The First Wives Club,UA,6.4,59.0,64.0,64.0
