Title,Certificate,Rating,Metascore,Scaled Rating,ScaledRating
Doragon Bôru Sûpâ Burorî,UA,7.7,59.0,77.0,77.0
The Game,UA,7.7,63.0,77.0,77.0
Star Trek Into Darkness,UA,7.7,72.0,77.0,77.0
GATTACA,UA,7.7,64.0,77.0,77.0
Billy Elliot,UA,7.7,74.0,77.0,77.0
Captain America: The Winter Soldier,UA,7.7,70.0,77.0,77.0
Harry Potter and the Deathly Hallows - Part 1,UA,7.7,65.0,77.0,77.0
The Count of Monte Cristo,UA,7.7,61.0,77.0,77.0
Der Name der Rose,UA,7.7,54.0,77.0,77.0
Zodiac,UA,7.7,79.0,77.0,77.0
Philadelphia,UA,7.7,66.0,77.0,77.0
The Last of the Mohicans,UA,7.7,76.0,77.0,77.0
When Harry Met Sally...,UA,7.7,76.0,77.0,77.0
Gravity,UA,7.7,96.0,77.0,77.0
The Fault in Our Stars,UA,7.7,69.0,77.0,77.0
Nebraska,UA,7.7,86.0,77.0,77.0
Crash,UA,7.7,66.0,77.0,77.0
Man on Fire,UA,7.7,47.0,77.0,77.0
Kung fu,UA,7.7,78.0,77.0,77.0
Rogue One,UA,7.8,65.0,78.0,78.0
The Batman,UA,7.8,72.0,78.0,78.0
The Fighter,UA,7.8,79.0,78.0,78.0
Hunt for the Wilderpeople,UA,7.8,81.0,78.0,78.0
Hidden Figures,UA,7.8,74.0,78.0,78.0
RRR (Rise Roar Revolt),UA,7.8,83.0,78.0,78.0
Cast Away,UA,7.8,74.0,78.0,78.0
The Outlaw Josey Wales,UA,7.8,69.0,78.0,78.0
The Hobbit: The Desolation of Smaug,UA,7.8,66.0,78.0,78.0
Call Me by Your Name,UA,7.8,94.0,78.0,78.0
Das weiße Band - Eine deutsche Kindergeschichte,UA,7.8,84.0,78.0,78.0
Captain Phillips,UA,7.8,82.0,78.0,78.0
The Insider,UA,7.8,85.0,78.0,78.0
The Curious Case of Benjamin Button,UA,7.8,70.0,78.0,78.0
Tombstone,UA,7.8,50.0,78.0,78.0
Loving Vincent,UA,7.8,62.0,78.0,78.0
Manchester by the Sea,UA,7.8,96.0,78.0,78.0
Ed Wood,UA,7.8,71.0,78.0,78.0
Letters from Iwo Jima,UA,7.8,89.0,78.0,78.0
Atonement,UA,7.8,85.0,78.0,78.0
The Bourne Identity,UA,7.8,68.0,78.0,78.0
The Last Samurai,UA,7.8,55.0,78.0,78.0
The Social Network,UA,7.8,95.0,78.0,78.0
The Breakfast Club,UA,7.8,66.0,78.0,78.0
Ghostbusters,UA,7.8,71.0,78.0,78.0
The Right Stuff,UA,7.8,91.0,78.0,78.0
Dunkirk,UA,7.8,94.0,78.0,78.0
All That Jazz,UA,7.8,72.0,78.0,78.0
Little Miss Sunshine,UA,7.8,80.0,78.0,78.0
Captain America: Civil War,UA,7.8,75.0,78.0,78.0
Cabaret,UA,7.8,80.0,78.0,78.0
The Hobbit: An Unexpected Journey,UA,7.8,58.0,78.0,78.0
Skyfall,UA,7.8,81.0,78.0,78.0
Tôkyô goddofâzâzu,UA,7.8,75.0,78.0,78.0
"I, Daniel Blake",UA,7.8,78.0,78.0,78.0
Titanic,UA,7.9,75.0,79.0,79.0
Knives Out,UA,7.9,82.0,79.0,79.0
Il conformista,UA,7.9,100.0,79.0,79.0
Guardians of the Galaxy Vol. 3,UA,7.9,64.0,79.0,79.0
Bohemian Rhapsody,UA,7.9,49.0,79.0,79.0
Avatar,UA,7.9,83.0,79.0,79.0
Amour,UA,7.9,95.0,79.0,79.0
Star Trek,UA,7.9,82.0,79.0,79.0
Edge of Tomorrow,UA,7.9,71.0,79.0,79.0
Iron Man,UA,7.9,79.0,79.0,79.0
Ying xiong,UA,7.9,85.0,79.0,79.0
Taeksi woonjunsa,UA,7.9,69.0,79.0,79.0
The Perks of Being a Wallflower,UA,7.9,67.0,79.0,79.0
Past Lives,UA,7.9,94.0,79.0,79.0
Arrival,UA,7.9,81.0,79.0,79.0
The Wrestler,UA,7.9,80.0,79.0,79.0
Shaun of the Dead,UA,7.9,76.0,79.0,79.0
Jojo Rabbit,UA,7.9,58.0,79.0,79.0
Wo hu cang long,UA,7.9,94.0,79.0,79.0
My Name Is Khan,UA,7.9,50.0,79.0,79.0
Kôkaku kidôtai,UA,7.9,76.0,79.0,79.0
Thor: Ragnarok,UA,7.9,74.0,79.0,79.0
X-Men: Days of Future Past,UA,7.9,75.0,79.0,79.0
Mulholland Dr.,UA,7.9,87.0,79.0,79.0
Blade Runner 2049,UA,8.0,81.0,80.0,80.0
Mou gaan dou,UA,8.0,75.0,80.0,80.0
Dune,UA,8.0,74.0,80.0,80.0
Cinderella Man,UA,8.0,69.0,80.0,80.0
JFK,UA,8.0,72.0,80.0,80.0
The Bourne Ultimatum,UA,8.0,85.0,80.0,80.0
The Imitation Game,UA,8.0,71.0,80.0,80.0
Scent of a Woman,UA,8.0,57.0,80.0,80.0
The Martian,UA,8.0,80.0,80.0,80.0
Guardians of the Galaxy,UA,8.0,76.0,80.0,80.0
Slumdog Millionaire,UA,8.0,84.0,80.0,80.0
Donnie Darko,UA,8.0,88.0,80.0,80.0
Casino Royale,UA,8.0,80.0,80.0,80.0
WolfWalkers,UA,8.0,87.0,80.0,80.0
Magnolia,UA,8.0,78.0,80.0,80.0
The Avengers,UA,8.0,69.0,80.0,80.0
Chinatown,UA,8.1,92.0,81.0,81.0
Warrior,UA,8.1,71.0,81.0,81.0
The Help,UA,8.1,62.0,81.0,81.0
Blade Runner,UA,8.1,84.0,81.0,81.0
Platoon,UA,8.1,92.0,81.0,81.0
Salinui chueok,UA,8.1,82.0,81.0,81.0
Mad Max: Fury Road,UA,8.1,90.0,81.0,81.0
Harry Potter and the Deathly Hallows - Part 2,UA,8.1,85.0,81.0,81.0
In the Name of the Father,UA,8.1,84.0,81.0,81.0
Hotel Rwanda,UA,8.1,79.0,81.0,81.0
The Big Lebowski,UA,8.1,71.0,81.0,81.0
Pirates of the Caribbean: The Curse of the Black Pearl,UA,8.1,63.0,81.0,81.0
Ford v Ferrari,UA,8.1,81.0,81.0,81.0
The Grand Budapest Hotel,UA,8.1,88.0,81.0,81.0
Network,UA,8.1,83.0,81.0,81.0
Gran Torino,UA,8.1,73.0,81.0,81.0
Million Dollar Baby,UA,8.1,86.0,81.0,81.0
Der Untergang,UA,8.2,82.0,82.0,82.0
V for Vendetta,UA,8.2,62.0,82.0,82.0
A Beautiful Mind,UA,8.2,72.0,82.0,82.0
Top Gun: Maverick,UA,8.2,78.0,82.0,82.0
Batman Begins,UA,8.2,70.0,82.0,82.0
Green Book,UA,8.2,69.0,82.0,82.0
Jurassic Park,UA,8.2,68.0,82.0,82.0
Spider-Man: No Way Home,UA,8.2,71.0,82.0,82.0
Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,UA,8.2,72.0,82.0,82.0
The Elephant Man,UA,8.2,78.0,82.0,82.0
They Shall Not Grow Old,UA,8.2,91.0,82.0,82.0
Snatch,UA,8.2,55.0,82.0,82.0
The Father,UA,8.2,88.0,82.0,82.0
Eternal Sunshine of the Spotless Mind,UA,8.3,89.0,83.0,83.0
Citizen Kane,UA,8.3,100.0,83.0,83.0
Full Metal Jacket,UA,8.3,78.0,83.0,83.0
American Beauty,UA,8.3,84.0,83.0,83.0
The Dark Knight Rises,UA,8.4,78.0,84.0,84.0
Avengers: Endgame,UA,8.4,78.0,84.0,84.0
Avengers: Infinity War,UA,8.4,68.0,84.0,84.0
Memento,UA,8.4,83.0,84.0,84.0
3 Idiots,UA,8.4,67.0,84.0,84.0
Gladiator,UA,8.5,67.0,85.0,85.0
The Intouchables,UA,8.5,57.0,85.0,85.0
The Green Mile,UA,8.6,61.0,86.0,86.0
Interstellar,UA,8.7,74.0,87.0,87.0
Star Wars: Episode V - The Empire Strikes Back,UA,8.7,82.0,87.0,87.0
Forrest Gump,UA,8.8,82.0,88.0,88.0
The Lord of the Rings: The Two Towers,UA,8.8,87.0,88.0,88.0
Inception,UA,8.8,74.0,88.0,88.0
The Dark Knight,UA,9.0,84.0,90.0,90.0
